ID,Experimental (Koc),BalabanJ,AMID,ATSC2s,nAromAtom,ATSC0pe,ETA_shape_x,fMF,FilterItLogS,ATS8se,ATSC0dv,nBondsD,NddsN,SMR,TIC1,NdO,nP,TpiPC10,SLogP,BCUTs-1h,ATSC1are,EState_VSA7,NdS,ATS5s,nG12FRing,piPC8,ZMIC1
468,1,3.2685,1.9219,164.6335,6,11.0655,0.0538,0.1714,-3.6866,313.6474,234.6857,2,2,72.7262,121.5507,2,0,7.5411,2.9502,8.0086,1.0025,0,0,570.6667,0,5.8295,43.7748
469,1,3.2858,1.9293,176.7758,6,11.9826,0.0486,0.1463,-4.4786,736.5537,262.0976,2,2,81.9602,139.6018,2,0,7.6502,3.7304,8.0086,1.2729,0,0,593.3333,0,5.9241,44.893
470,1,2.3956,1.9305,28.3541,6,2.3736,0,0.4286,-3.4255,0,67.8228,1,1,45.8064,43.7932,1,0,6.0967,3.0107,8.0019,0.9576,0,0,64.3056,0,0,35.2925
471,1,1.8948,2.0242,3.0644,6,6.7108,0.0526,0.3784,-1.7246,434.4026,173.027,2,0,73.0869,140.0207,1,0,8.2367,0.8388,7.0083,-1.0601,0,0,384.0139,1,6.4444,32.193
472,0,3.8026,1.8256,15.4577,0,3.9495,0.1911,0,-0.9114,0,98.084,2,0,41.9472,57.9092,2,1,4.3175,1.24,7.0088,-1.2781,0,0,97.4444,0,0,23.466
474,0,2.5789,1.9348,43.2148,6,5.8568,0.0993,0.1429,-3.8807,672.9743,167.4027,2,0,81.6436,137.154,2,1,7.1401,3.2538,7.0077,-1.6994,20.7712,0,350.3004,0,5.5075,34.544
476,1,1.9519,2.0004,-0.7828,12,2.2181,0,0.5455,-6.4627,53.4685,59.9192,0,0,71.918,49.0879,0,0,7.9559,5.9672,2.2196,0.0005,6.0664,0,75.2306,0,6.1725,66.3847
478,1,1.6236,1.9917,5.7743,12,2.5757,0,0.3778,-5.4573,635.7959,145.2444,2,0,95.899,127.0203,0,0,7.871,4.8719,3.0482,0.2763,24.0803,0,197.3333,0,5.9002,49.4932
479,0,2.3572,1.9369,8.0594,6,2.2525,0.0743,0.2222,-2.548,194.1282,93.6296,1,0,56.8202,87.6529,1,0,6.4471,1.8282,7.0083,-0.0726,18.1991,0,176.5,0,4.2019,30.2771
480,1,3.1478,1.9335,170.928,6,11.184,0.0495,0.1667,-4.9111,411.1911,234.7888,2,2,77.9768,126.5538,2,0,7.5541,3.977,8.0086,1.6207,0,0,485.3621,0,5.7628,43.6274
482,1,2.1317,1.9826,-0.4143,12,2.4904,0,0.5455,-7.9578,55.1135,59.9731,0,0,81.938,49.0879,0,0,8.1311,7.274,2.1655,0.0013,0,0,79.087,0,6.3058,86.8429
483,0,2.4909,1.9166,10.3633,5,3.4747,0.0688,0.1613,-2.2511,406.476,126.1935,1,0,61.4677,86.2218,1,0,6.2908,1.6112,7.0083,0.3252,0,0,147.8611,0,3.944,30.1715
484,0,2.7751,1.951,1.7412,6,4.1997,0,0.1579,-4.3664,458.4245,131.4984,1,0,75.256,116.4246,1,0,6.8664,3.1232,7.0083,0.1746,32.0466,0,271.4702,0,4.8537,31.5887
486,1,2.0552,1.9828,-0.4225,12,2.4904,0,0.5455,-7.9578,61.2503,59.9731,0,0,81.938,49.0879,0,0,8.1816,7.274,2.1613,0.0013,0,0,75.6795,0,6.3857,86.8429
487,1,2.0621,1.9829,-0.6529,12,2.4904,0,0.5455,-7.9578,61.2503,59.9731,0,0,81.938,49.0879,0,0,8.1823,7.274,2.2031,0.0013,0,0,75.56,0,6.3857,86.8429
488,1,2.4042,1.9544,4.0466,6,3.33,0.0984,0.1622,-4.0689,521.5504,105.3694,1,0,87.511,116.1464,0,1,6.7412,5.1915,3.5127,-0.7618,31.1892,1,149.6152,0,4.9452,36.5581
489,1,1.9048,2.0025,-5.1697,11,3.6322,0,0.3939,-4.2859,375.4729,111.7291,1,0,77.579,117.5712,0,0,7.4426,4.1338,3.5097,0.1168,16.8303,0,178.2078,0,5.54,35.217
490,1,2.0244,2.0002,-0.8898,12,2.2181,0,0.5455,-6.4627,45.6866,59.9192,0,0,71.918,49.0879,0,0,7.9181,5.9672,2.2178,0.0005,0,0,76.9717,0,6.1566,66.3847
491,1,2.1731,1.9683,-0.1909,12,2.4276,0,0.5455,-9.4347,67.3872,58.8777,0,0,91.958,44.1075,0,0,8.3863,8.5808,2.1387,0.0086,0,0,75.0087,0,6.593,105.8261
492,1,2.0163,1.9971,16.7248,6,6.5685,0,0.383,-2.4982,952.2644,176.5532,2,0,87.3919,154.4594,1,0,7.5526,3.3714,7.0083,-0.7106,6.076,0,426.5,1,5.6359,41.6203
495,1,1.9604,2.0104,-1.3528,12,1.9563,0,0.5455,-5.7064,48.1113,59.4613,0,0,66.908,47.2948,0,0,7.8076,5.3138,2.2626,0.0025,30.3318,0,76.9796,0,6.0187,56.5774
496,1,2.0412,1.991,-0.6565,12,2.3962,0,0.5455,-7.2129,53.4685,60.0898,0,0,76.928,49.6689,0,0,8.0513,6.6206,2.2117,0,0,0,76.3256,0,6.2777,76.6434
497,1,1.9687,1.9622,111.5242,12,10.525,0.1925,0.3611,-4.8183,375.9361,208.4321,4,0,81.6703,118.6075,4,0,8.1741,3.0893,8.0074,-0.543,0,0,402.1281,0,6.4179,59.2077
498,1,2.1156,1.9909,-0.994,12,2.3962,0,0.5455,-7.2129,45.6866,60.0898,0,0,76.928,49.6689,0,0,8.0177,6.6206,2.2134,0,0,0,77.9471,0,6.2633,76.6434
500,1,2.2021,1.9825,-1.0974,12,2.4904,0,0.5455,-7.9578,45.6866,59.9731,0,0,81.938,49.0879,0,0,8.1158,7.274,2.206,0.0013,0,0,79.0421,0,6.3598,86.8429
502,0,2.3556,1.9372,7.3506,6,3.3753,0.0661,0.1935,-2.8331,270.7852,121.9355,1,0,63.3722,107.0508,1,0,6.761,1.8368,7.0083,-0.0378,0,0,202.8333,0,4.5413,29.1041
503,1,2.6268,1.9559,89.1104,6,8.0863,0,0.12,-5.4465,769.9899,243.28,4,2,97.2798,159.4896,3,0,7.706,4.8875,8.003,2.2839,0,0,444.1944,0,5.8606,46.6601
504,1,2.9902,1.9326,76.5199,6,6.1489,0,0.1538,-4.7162,582.7705,195.0769,2,2,77.2175,117.8889,2,0,7.3075,3.7203,8.003,2.1081,13.8475,0,435.0556,0,5.3198,37.5045
505,1,2.5337,1.9447,18.3271,6,4.7763,0.0963,0.1818,-4.9529,491.0274,124.8957,1,0,81.7615,111.9357,1,1,6.76,5.7691,7.0066,-1.2667,6.9237,0,203.0877,0,4.8089,37.7732
506,0,1.9589,2.0096,0.9794,12,2.9606,0,0.48,-2.1559,161.298,104.56,1,0,56.6154,84.1222,1,0,7.908,0.3275,7.0083,0.2696,18.1991,0,161.6667,0,6.1239,31.6781
507,1,2.0485,1.9911,-0.887,12,2.3962,0,0.5455,-7.2129,53.4685,60.0898,0,0,76.928,49.6689,0,0,8.052,6.6206,2.24,0,6.0664,0,76.2061,0,6.2777,76.6434
511,1,1.984,1.9812,1.7222,11,4.5525,0.0522,0.3611,-3.2024,513.0557,149.9986,1,0,75.601,124.6334,1,0,7.4406,3.1243,7.0083,0.3946,20.7712,0,256.7654,0,5.6145,35.3353
514,1,1.6865,1.993,6.5363,12,5.6272,0,0.3611,-5.0464,339.4096,156.6365,1,0,85.084,116.408,1,0,7.9437,4.726,7.0083,-0.0382,0,0,196.6327,0,6.0958,51.2106
515,0,1.6373,2.0195,8.18,11,2.7331,0,0.6087,-2.5903,154.2806,90.5121,1,0,58.9924,72.9225,1,0,6.9075,2.1821,7.0083,-0.1698,18.1991,0,140.3241,0,4.8486,34.4891
516,1,1.5072,2.0015,10.5483,12,5.5785,0.0362,0.4043,-5.4778,708.1815,178.9835,2,0,107.954,162.7877,1,0,8.1133,6.178,7.0083,0.0645,50.2485,0,396.9563,0,6.2561,55.7127
518,1,2.1391,1.9549,5.3852,6,6.2424,0,0.1463,-5.1625,455.8459,162.3921,1,0,83.238,125.9081,1,0,6.7192,4.1206,7.0083,0.098,0,0,223.1409,0,4.7216,42.4416
519,0,2.7385,1.9155,112.195,6,10.2302,0.1483,0.1818,-4.1047,353.8018,207.2593,3,0,68.8172,116.4259,3,0,7.2768,2.5233,8.0074,-0.8131,0,0,332.2577,0,5.6145,40.1226
523,0,2.3685,1.9347,14.6989,6,3.5067,0,0.3333,-3.245,48.2386,81.6049,1,0,52.3978,66.3038,1,0,6.5145,2.5052,7.0083,-0.7797,0,0,93.2512,0,4.3754,41.4979
525,1,2.6448,1.9276,5.0799,6,4.5954,0.1141,0.2222,-3.9198,218.229,117.348,1,0,70.13,87.8526,0,1,6.7218,4.1979,3.519,-1.2849,6.9237,1,114.7553,0,4.7067,39.2693
526,1,2.6517,1.9232,-1.8456,6,3.1095,0,0.3529,-3.6544,0,70.8279,0,0,49.6888,53.2222,0,0,6.1892,3.361,6.0028,-0.4753,0,0,61.5494,0,2.7842,43.3684
527,0,3.8288,1.8793,10.4184,0,4.5085,0,0,-0.9852,168.4023,129.3333,3,0,47.2724,82.0391,2,0,5.3375,-0.6419,7.0094,-0.1468,5.3168,0,181.9167,0,2.0794,24.5051
528,1,2.0061,1.9448,-0.3626,6,3.4136,0.1123,0.3913,-5.7355,27.0216,74.0483,0,0,68.999,77.7773,0,0,6.7056,4.9792,3.5099,-0.0233,0,0,86.6574,0,4.6757,50.9208
530,1,4.0231,1.8936,33.1593,0,6.3243,0,0,-0.7316,475.2305,196.7692,4,0,89.327,111.072,2,0,5.9322,3.0792,7.0094,0.9772,12.5115,0,241.1605,0,3.5264,44.8396
531,1,1.6891,2.0234,103.3011,18,8.8663,0.0451,0.4737,-5.723,509.5208,187.4737,1,0,87.557,113.3284,1,0,8.9758,4.7381,8.0074,-0.0586,18.1991,0,363.6111,0,7.1639,57.2212
532,1,1.827,2.0361,-4.6584,18,3.4503,0.0452,0.5588,-5.6996,302.1166,112.0799,0,0,87.0368,100.1651,0,0,8.447,4.0676,6.0026,-0.2485,12.1327,0,277.1944,0,6.6951,54.2969
533,1,1.884,1.9914,0.4128,12,2.1835,0,0.5652,-7.9019,140.6257,83.3484,0,0,91.458,55.6034,0,0,7.8616,7.2914,3.5111,-0.0295,30.3318,0,67.2357,0,5.9552,120.118
534,1,2.2999,1.9661,158.1321,12,12.6288,0.0404,0.35,-6.3896,709.7698,246.937,2,2,92.8868,152.4966,2,0,8.2536,5.3408,8.0093,1.573,0,0,545.107,0,6.38,50.5315
535,1,1.985,1.9685,16.5933,6,3.4836,0,0.1875,-3.3938,293.7952,110,1,0,60.9377,93.9721,1,0,6.2378,3.4253,7.0083,-0.0018,30.3318,0,165.0833,0,4.2758,33.7339
536,1,1.3893,2.0304,49.0749,18,6.2678,0.0632,0.3385,-8.0491,1161.1713,214.827,1,0,130.5135,174.9761,1,1,8.1221,8.6246,7.0066,-1.5771,36.3982,0,435.8035,0,6.2573,83.551
537,0,1.8596,1.9811,45.1718,12,6.0404,0.0766,0.4571,-4.2557,372.176,172.5453,3,0,81.9082,139.2602,3,0,7.5847,1.3524,7.0146,-0.9698,4.7221,0,276.4805,0,5.6073,39.5249
538,0,1.7899,1.9753,22.1358,6,2.6513,0,0.4545,-1.2056,107.4954,86,0,0,45.2965,61.3784,0,0,6.3319,-0.3897,4.0065,-0.9526,0,0,101,0,4.2749,30.9569
539,1,1.3556,2.0306,16.2164,15,6.5326,0,0.3902,-5.3382,456.1787,190.162,1,0,92.258,141.0725,1,0,8.6957,4.6039,7.0083,-0.1212,0,0,256.5298,0,6.9625,48.8637
540,1,1.5493,1.9879,14.7448,12,5.5465,0.0564,0.3878,-7.361,758.0251,187.618,1,0,130.392,172.8429,1,0,8.1038,7.461,7.0083,0.0489,44.1793,0,410.1157,0,6.2503,88.5401
541,1,1.4457,1.9986,221.1353,12,16.0922,0.0949,0.4237,-7.5859,895.8393,315.2203,4,0,125.6124,196.3078,0,0,8.6821,6.3818,8.0105,-0.2758,0,0,403.0833,0,6.701,78.3957
544,1,1.9266,1.9836,0.7105,12,2.1254,0,0.5652,-8.7996,145.991,84.8391,0,0,99.158,55.0224,0,0,7.9665,8.0539,3.5111,-0.051,24.2655,0,66.1905,0,6.0431,141.9463
548,0,2.0152,1.9566,12.283,6,3.5369,0,0.2609,-2.6362,163.5413,99.8733,2,0,54.5867,79.6774,1,0,6.7885,2.0299,7.0083,0.3083,0,0,87.358,0,4.7417,29.4169
553,1,1.5084,2.0549,0.2957,18,2.6794,0,0.6429,-5.9506,184.7509,96.425,0,0,78.514,74.6059,0,0,8.696,3.9074,3.1824,0.6066,36.3982,0,147.1728,0,6.8804,55.5692
554,0,1.916,1.9752,63.8449,12,6.5744,0.0751,0.4211,-3.4992,399.6905,184.4678,4,0,84.2475,150.6922,4,0,7.7087,1.302,7.015,-1.1269,0,0,538.3148,0,5.678,40.5987
555,0,1.9358,1.978,47.784,12,7.6304,0.0704,0.3902,-3.6985,486.9976,217.3604,4,0,88.2377,160.3754,4,0,7.8044,0.4856,7.015,-1.0932,0,0,514.5556,0,5.7664,42.662
556,1,1.3748,2.0355,20.6485,16,5.6035,0,0.4595,-4.505,328.3076,159.7658,1,0,88.7898,135.0983,1,0,8.8046,3.9274,7.0083,-0.4721,0,0,225.7006,0,7.0211,45.0515
558,1,1.9661,1.968,137.8652,12,13.247,0.0362,0.2826,-5.7259,749.2445,275.4686,3,1,101.1349,181.7801,3,0,8.4523,5.1677,8.0079,0.4338,0,0,652.3164,0,6.5174,50.44
559,1,2.4421,1.9276,11.2456,6,2.9839,0,0.2,-3.8328,231.2077,110.7872,1,0,66.3217,94.1872,1,0,6.6005,3.1594,7.0083,-0.0099,25.9802,0,140.7731,0,4.7067,31.799
560,0,2.3011,1.9368,20.1393,6,4.4186,0,0.2857,-2.2443,61.0468,101.2381,1,0,44.3431,73.2191,1,0,6.2226,1.6247,8.0019,-0.6259,0,0,122.2778,0,4.1231,23.587
562,1,1.5632,2.0297,7.7414,6,4.6553,0,0.4318,-3.8954,634.1209,149.2671,2,0,93.8857,144.6054,2,0,7.4191,4.9807,7.0094,-0.0166,31.1892,0,308.8498,0,5.5272,44.0913
563,1,1.6141,1.986,118.8889,12,11.955,0.0414,0.2766,-5.5121,584.6202,258.9362,1,0,91.712,165.0438,1,0,8.0519,5.0033,8.0074,-0.2508,6.9237,0,314.8194,0,6.1744,47.7802
564,0,1.9033,1.9735,49.8058,11,7.2608,0.0714,0.3947,-3.2657,421.9458,207.5789,4,0,86.1147,154.137,4,0,7.6553,0.5471,7.015,-1.2109,0,0,431.4043,0,5.7504,39.45
565,1,1.9155,1.9913,0.1388,12,2.919,0,0.5417,-6.5508,159.6268,92.0574,0,0,85.4228,66.0649,0,0,7.8486,6.2345,6.0028,-0.3943,24.2655,0,95.3889,0,5.9617,97.1546
566,0,2.3685,1.9317,12.1974,6,4.4755,0.0712,0.2222,-2.9832,205.7273,120,1,0,56.7782,94.8722,1,0,6.6156,1.9673,8.0019,-0.1528,0,0,185,0,4.4666,28.5772
568,0,2.0983,1.978,30.011,6,4.8979,0.0575,0.3235,-2.9506,417.2049,153.8824,3,0,69.119,126.2447,2,0,7.6676,1.0709,7.0094,-0.4912,13.8475,0,320.25,0,5.8333,30.2358
569,0,2.1034,1.9741,33.1217,6,5.2666,0.0515,0.275,-3.8848,552.548,173.1,3,0,78.497,142.2738,2,0,7.8957,1.6333,7.0094,-0.3892,20.7712,0,358.75,0,6.0815,32.7276
570,0,2.1259,1.973,17.4899,6,5.0328,0.051,0.2683,-4.404,666.6766,175.561,3,0,80.4412,137.395,2,0,7.843,2.0727,7.0094,-0.046,26.8376,0,343.4167,0,6.0776,34.4716
571,0,1.899,1.9919,-0.1253,6,3.7754,0.0643,0.4,-3.3782,288.1327,118.2403,1,0,61.735,95.9874,1,0,6.8719,2.64,7.0083,0.6646,38.1129,0,119.3817,0,4.9161,31.6919
573,1,1.4975,1.9876,124.3388,12,10.7656,0.0728,0.3529,-6.8103,655.3165,242.4319,2,0,107.163,175.9038,1,0,8.218,6.6624,8.0074,-0.0102,55.4547,0,423.2767,0,6.3656,54.2598
574,1,1.8738,1.9806,45.8219,12,8.6309,0.0653,0.3696,-4.0402,684.0153,241.7391,4,0,97.6957,175.301,4,0,7.7859,0.9319,7.015,-1.0075,4.7221,0,427.9213,0,5.8561,47.2045
575,0,1.9823,1.9726,85.6908,12,13.9494,0.0621,0.3721,-4.0186,682.1024,259.2713,4,0,92.4177,175.7456,4,0,8.0179,1.9764,8.0067,-2.1624,0,0,637.7222,0,6.1506,54.5401
576,1,1.5872,2.0264,2.5498,6,3.6044,0.1034,0.3261,-4.6807,685.1798,136.8696,0,0,80.666,124.4666,0,0,7.0927,4.2478,3.5108,0.284,0,0,247.4167,0,4.9347,39.7717
578,1,1.521,1.9884,119.6132,12,11.4109,0.0691,0.38,-5.716,735.2403,250.1728,2,0,108.156,181.16,1,0,8.17,6.544,8.0074,-0.1128,24.2683,0,482.3184,0,6.3011,56.797
581,1,1.9966,1.9864,103.4585,11,9.7504,0.0471,0.3421,-4.92,656.5572,202.8434,1,0,82.284,143.8724,0,0,8.13,4.5602,8.0074,-0.2806,6.9237,0,313.2361,0,6.2908,37.4582
586,0,1.9912,1.972,59.5598,12,8.6565,0.1282,0.3556,-4.0358,629.2189,242.879,5,0,96.44,177.5699,5,0,7.9461,0.1928,7.0169,-1.1849,0,0,630.9475,0,5.8578,45.9664
587,0,2.0274,1.9625,146.0179,12,13.9755,0.0914,0.3077,-4.7576,942.6281,315.2564,4,0,107.5627,212.1003,4,0,8.0951,1.4841,8.0074,-1.6004,5.3168,0,758.4722,0,6.1619,47.5299
588,0,1.7523,2.0448,64.7331,11,6.3729,0.0622,0.5833,-3.76,88.7398,114.5,0,0,57.1467,83.6746,0,0,8.321,2.8749,8.0046,-0.6934,6.0692,0,252.9167,0,6.6155,36.3239
589,0,2.1578,1.9612,112.0911,12,16.0611,0.072,0.3556,-3.7358,662.6329,279.7767,4,0,99.512,186.0747,4,0,8.1345,1.0005,8.0074,-2.525,0,0,589.1708,0,6.1952,51.1948
590,0,2.0533,1.9482,32.5673,6,5.0105,0.1538,0.2941,-3.4052,261.7392,150.1961,3,0,66.9628,109.9542,3,0,6.9403,1.8644,7.0146,-0.0986,6.9237,0,223.1111,0,4.9571,34.339
591,0,2.0548,1.9421,37.0377,6,5.1758,0.1455,0.2703,-3.4316,306.0891,158.3063,3,0,71.5578,117.4468,3,0,6.9867,2.2529,7.0146,-0.0861,6.9237,0,247.9074,0,4.9883,35.8181
593,1,2.0753,1.9335,40.3543,6,5.5411,0.1855,0.2703,-4.032,299.2661,159.8038,3,0,76.4478,119.8892,3,0,7.032,2.988,7.0146,-0.1011,0,0,263.1305,0,5.0185,39.3914
594,0,2.0766,1.9454,26.4813,6,4.6841,0.1481,0.3571,-3.4438,161.6914,133.6755,3,0,65.3088,94.9545,3,0,6.8926,1.9284,7.0146,-0.1448,0,0,193.5673,0,4.925,38.9982
596,1,2.0741,1.9568,68.9934,6,7.0759,0.1303,0.2821,-3.3091,440.654,201.5954,4,1,78.0922,133.2701,4,0,7.427,2.2428,8.0019,0.9504,0,0,352.1327,0,5.3979,39.0997
597,0,2.1286,1.9645,29.0408,6,4.9201,0.1404,0.3548,-3.7146,211.6399,141.6692,3,0,69.9258,102.2959,3,0,7.009,2.3185,7.0146,-0.1273,0,0,254.9006,0,5.0185,40.7879
598,1,2.192,1.9756,31.1049,6,5.1289,0.1333,0.3529,-3.9846,261.5884,148.7228,3,0,74.5428,108.92,3,0,7.0899,2.7086,7.0146,-0.1122,0,0,316.234,0,5.0763,43.0431
599,0,2.1286,1.9645,29.1667,6,5.1299,0.1501,0.3548,-3.5012,216.8679,140.1935,3,0,67.2358,102.2959,3,0,7.009,2.2094,7.0146,-0.1296,0,0,254.9917,0,5.0185,37.9113
600,1,2.1181,1.9596,38.4424,6,5.3286,0.1379,0.275,-3.7049,435.3603,163.9,3,0,76.1748,124.1222,3,0,7.0966,2.643,7.0146,-0.0751,6.9237,0,308.2407,0,5.0763,37.9046
601,0,2.1126,1.9663,34.2754,6,5.1758,0.1455,0.2973,-3.6796,350.6997,156.3063,3,0,71.5798,116.6919,3,0,7.0533,2.2545,7.0146,-0.0861,6.9237,0,283.6944,0,5.0479,36.4917
602,0,2.1576,1.9708,28.5395,6,4.8289,0.1633,0.3548,-2.7442,198.8353,139.4194,3,0,62.2258,95.0766,3,0,6.8567,1.556,7.0146,-0.1131,0,0,259.963,0,4.7659,38.422
605,1,1.9574,1.9835,0.0099,12,2.1254,0,0.5652,-8.7996,142.644,84.8391,0,0,99.158,55.0224,0,0,7.9489,8.0539,3.5111,-0.051,24.2655,0,65.6277,0,6.0371,141.9463
606,1,2.0084,1.9762,0.2464,12,2.017,0,0.5652,-9.6873,148.0093,86.192,0,0,106.858,53.2292,0,0,8.0484,8.8164,3.5111,-0.0714,18.1991,0,64.5825,0,6.1183,163.2063
607,0,1.8605,2.0352,2.7778,9,1.9479,0,0.3462,-3.6824,131.8913,86.1538,0,0,52.5007,82.1723,0,0,7.5114,2.3005,3.1758,0.6779,12.1327,0,102.75,0,6.0558,25.1339
608,0,2.0286,2.041,-2.9097,9,3.0945,0,0.6429,-2.3334,0,64,0,0,33.8467,43.7932,0,0,7.1628,1.097,8.0019,0.1579,0,0,23.5,0,5.8117,23.3265
609,0,2.0286,2.041,-0.8706,9,1.5494,0,0.6429,-2.6841,0,50.1728,0,0,38.8987,43.7932,0,0,7.1628,1.6113,3.1758,0.3456,12.1327,0,16.8457,0,5.8117,25.5021
610,0,2.0568,2.0233,-0.4705,9,1.6399,0,0.6429,-3.4695,0,48.4656,0,0,43.9087,45.303,0,0,7.3549,2.2647,3.1758,0.2504,0,0,19.2654,0,5.9544,33.3095
611,0,2.2243,1.9423,30.8292,6,3.2169,0,0.2308,-1.9434,112.3003,101.5385,1,0,50.7424,82.5599,1,0,6.3464,2.2675,7.0083,-0.2325,12.1327,0,141.1111,0,4.4666,27.6824
612,0,2.3144,1.9301,34.1521,6,3.3556,0.0761,0.2069,-2.3356,134.7078,111.0345,1,0,55.3534,89.5972,1,0,6.475,2.4416,7.0083,-0.1996,12.1327,0,162.4861,0,4.6757,30.2526
614,0,2.2256,1.9448,23.6791,6,2.7076,0,0.3529,-1.9814,13.4369,74.4031,1,0,44.3534,51.4869,1,0,6.0394,1.9066,7.0083,-0.4691,6.0664,0,82.6728,0,4.1231,32.7525
615,0,3.0437,1.9173,92.847,6,6.5233,0.0977,0.2,-2.5266,199.0656,188.5185,4,2,67.1876,99.9225,4,0,7.4158,0.9725,8.003,1.6902,0,0,398.3704,0,5.6145,39.3144
616,0,3.1233,1.9261,100.4937,6,7.2411,0.0874,0.1667,-3.3228,248.1495,211.6914,4,2,76.4216,117.2567,4,0,7.5902,1.7527,8.003,1.8765,0,0,423.3704,0,5.9196,40.4684
617,0,3.1458,1.9292,96.4659,6,7.536,0.0831,0.1538,-3.7196,387.4858,221.2194,4,2,81.0386,124.0176,4,0,7.6584,2.1428,8.003,1.9482,0,0,438.2037,0,6.0187,42.2829
618,1,3.1733,1.936,100.7967,6,8.0405,0.0755,0.1333,-4.5105,799.4981,237.5309,4,2,90.2726,140.913,4,0,7.767,2.923,8.003,2.0628,13.8475,0,460.537,0,6.0977,43.5908
619,0,2.1709,1.9511,5.8524,6,3.0633,0,0.2609,-2.2985,87.4962,97.3043,1,0,47.2977,72.5321,1,0,6.2008,1.6536,7.0083,-0.1031,0,0,111.8611,0,4.2019,25.9435
621,0,3.0237,1.7,0.0022,0,0.2977,0.1489,0,-2.3766,0,8.3062,0,0,26.143,3.6096,0,0,2.7726,2.5529,1.5248,-0.0697,0,0,0,0,0,20.2992
622,1,1.5122,2.1318,-1.2622,18,0.882,0,0.6,-5.6149,197.7919,84,0,0,78.96,45.6578,0,0,9.9178,5.1462,2.2781,0.0432,0,0,141.1111,1,8.1038,61.1347
623,1,2.203,1.9937,-0.0747,0,3.3898,0.14,0.4167,-6.5046,0,57.43,1,0,81.216,69.0196,0,0,7.0622,5.6828,1.9072,0.0024,0,0,61.3795,0,5.1475,80.7897
624,1,1.6012,2.0299,1.5483,12,1.8499,0,0.5385,-3.2937,215.3333,84,1,0,61.4724,59.1528,0,0,7.7683,3.6842,4.0052,0.1261,42.4646,0,85.3333,0,5.8443,43.6974
626,0,2.3238,1.683,1.2578,0,0.6854,0,0,0.0711,0,18.0988,1,0,22.4594,21.7744,0,0,2.6391,0.2924,4.0052,-0.2287,0,1,0,0,0,14.8769
628,0,2.2284,1.9476,17.9101,6,2.3124,0,0.4,-0.9672,0,60.9333,1,0,33.4013,35.3841,1,0,5.6901,1.3848,7.0083,-0.3133,0,0,61.6667,0,0,26.0446
632,0,1.633,1.6381,0.161,0,0.0006,0,0,-0.0066,0,7.4074,2,0,20.189,2.7549,0,0,2.4849,1.0181,2.5693,-0.0016,4.3141,2,0,0,0,15.6491
634,0,3.5412,1.7562,19.8426,0,0.5392,0.1348,0,-1.7749,0,41.037,1,1,27.2844,14.8966,1,0,3.5553,1.5908,8.0019,0.3016,0,0,0,0,0,38.3485
635,0,2.5395,1.7394,0.1141,0,1.4088,0,0,-1.8936,0,10.0202,0,0,26.035,20.544,0,0,2.7726,1.8525,2.0188,-0.0107,6.9237,0,0,0,0,23.7265
636,0,2.9935,1.7539,-0.0876,0,1.355,0,0,-2.434,0,10.0432,0,0,30.988,12,0,0,3.091,2.5938,1.5536,-0.0081,0,0,0,0,0,41
637,1,1.8695,2.0477,-0.7511,12,3.0857,0,0.4828,-4.37,175.5332,113.7931,2,0,68.8984,91.107,2,0,8.6236,2.3526,7.0094,-0.312,6.9237,0,314.1111,1,6.7906,42.3984
638,1,1.8308,2.073,-4.6667,12,2.5208,0,0.5833,-4.0381,68.7813,90,2,0,59.749,50.0391,2,0,8.4259,2.462,7.0094,0.0006,0,0,228.3333,1,6.593,48.2907
639,1,2.4296,1.9624,19.7911,6,5.4553,0,0.1429,-4.3713,583.5107,166.2857,2,0,76.823,115.4187,2,0,7.0001,3.6004,7.0094,0.1238,13.8475,0,351.25,0,4.903,42.9626
640,1,2.7872,1.9163,-0.2405,6,1.448,0,0.3333,-7.2704,0,56.8538,0,0,74.32,40.2297,0,0,6.3559,6.0615,2.0273,0,0,0,35.439,0,2.7842,111.9697
641,1,2.3877,1.9612,25.7564,6,7.4975,0,0.125,-4.4369,659.9878,215,3,0,87.782,140.1299,3,0,7.1578,3.1436,7.0104,0.075,13.8475,0,464.0278,0,5.101,48.6263
643,1,3.814,1.8153,-0.0907,0,0.893,0,0,-3.7594,0,24.9185,2,0,49.17,13.7095,0,0,4.6728,4.7574,1.9537,-0.0392,0,0,7.2434,0,0,56.2475
644,1,2.8183,1.9289,71.1329,6,5.8585,0,0.2069,-2.7687,133.8094,164.5517,2,2,60.1216,98.3521,2,0,7.0306,2.7221,8.003,1.6927,6.9237,0,297.5,0,5.1393,32.5926
646,1,1.9254,2.0658,-0.5,0,0.7875,0,0.3571,-2.1655,0,32.7143,0,0,43.916,33.5473,0,0,5.0876,3.3668,1.6964,0.0372,0,0,80.5,0,2.7081,35.426
647,0,2.2968,1.9582,0.4832,6,1.2062,0,0.2308,-2.541,40.3108,61.3846,0,0,50.003,61.7729,0,0,5.8392,2.5328,2.2798,0.1723,6.0664,0,112,0,3.446,30.493
648,1,1.7997,2.0495,-1.8402,12,0.6682,0,0.5455,-3.3843,41.1091,56.3636,0,0,51.878,29.6689,0,0,7.4176,3.3536,2.2874,0.0186,12.1327,0,75.3333,0,5.6145,39.9672
